PMN (111), 2.4.2019, 11:26
Diameter[mm] 6.200e+00  Thickness[mm] 4.000e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Freq. [Hz]=3.725e+02  AC Volt  [Vrms]=1.000e+00
 Temp. [K]	 Eps'    	 Sig' [S/cm]	Tan(Delta)  	 Zs'' [Ohms]	 Eps''   	  Cp' [F]	 Zs' [Ohms]	M Temp [K]
1.55761e+02	1.59849e+03	8.58796e-09	2.59234e-02	-3.99665e+05	4.14382e+01	1.06825e-09	1.03607e+04	1.55761e+02
1.56561e+02	1.61569e+03	8.54152e-09	2.55087e-02	-3.95418e+05	4.12141e+01	1.07974e-09	1.00866e+04	1.56561e+02
1.57368e+02	1.63335e+03	8.47403e-09	2.50335e-02	-3.91154e+05	4.08884e+01	1.09154e-09	9.79196e+03	1.57368e+02
1.58178e+02	1.65152e+03	8.40419e-09	2.45540e-02	-3.86858e+05	4.05515e+01	1.10369e-09	9.49890e+03	1.58178e+02
1.58967e+02	1.67002e+03	8.34691e-09	2.41165e-02	-3.82580e+05	4.02751e+01	1.11605e-09	9.22647e+03	1.58967e+02
1.59779e+02	1.68877e+03	8.28132e-09	2.36614e-02	-3.78342e+05	3.99586e+01	1.12858e-09	8.95209e+03	1.59779e+02
1.60589e+02	1.70781e+03	8.20530e-09	2.31828e-02	-3.74131e+05	3.95918e+01	1.14131e-09	8.67340e+03	1.60589e+02
1.61403e+02	1.72757e+03	8.15354e-09	2.27730e-02	-3.69858e+05	3.93420e+01	1.15451e-09	8.42278e+03	1.61403e+02
1.62250e+02	1.74868e+03	8.09179e-09	2.23277e-02	-3.65401e+05	3.90441e+01	1.16862e-09	8.15858e+03	1.62250e+02
1.63056e+02	1.76887e+03	8.06081e-09	2.19884e-02	-3.61236e+05	3.88946e+01	1.18211e-09	7.94299e+03	1.63056e+02
1.63873e+02	1.79021e+03	8.01915e-09	2.16140e-02	-3.56936e+05	3.86936e+01	1.19637e-09	7.71481e+03	1.63873e+02
1.64700e+02	1.81220e+03	7.96202e-09	2.11996e-02	-3.52612e+05	3.84179e+01	1.21107e-09	7.47525e+03	1.64700e+02
1.65538e+02	1.83482e+03	7.98757e-09	2.10055e-02	-3.48267e+05	3.85412e+01	1.22618e-09	7.31552e+03	1.65538e+02
1.66383e+02	1.85831e+03	7.89875e-09	2.05093e-02	-3.43873e+05	3.81126e+01	1.24188e-09	7.05260e+03	1.66383e+02
1.67224e+02	1.88217e+03	7.90839e-09	2.02741e-02	-3.39517e+05	3.81592e+01	1.25783e-09	6.88338e+03	1.67224e+02
1.68055e+02	1.90651e+03	7.92206e-09	2.00498e-02	-3.35185e+05	3.82251e+01	1.27409e-09	6.72040e+03	1.68055e+02
1.68916e+02	1.93198e+03	7.88554e-09	1.96942e-02	-3.30769e+05	3.80489e+01	1.29112e-09	6.51424e+03	1.68916e+02
1.69780e+02	1.95864e+03	7.84353e-09	1.93227e-02	-3.26273e+05	3.78462e+01	1.30893e-09	6.30448e+03	1.69780e+02
1.70629e+02	1.98522e+03	7.85024e-09	1.90803e-02	-3.21907e+05	3.78786e+01	1.32669e-09	6.14209e+03	1.70629e+02
1.71475e+02	2.01257e+03	7.82491e-09	1.87603e-02	-3.17537e+05	3.77563e+01	1.34497e-09	5.95708e+03	1.71475e+02
1.72329e+02	2.04104e+03	7.89067e-09	1.86540e-02	-3.13108e+05	3.80736e+01	1.36400e-09	5.84073e+03	1.72329e+02
1.73178e+02	2.07046e+03	7.86811e-09	1.83364e-02	-3.08663e+05	3.79648e+01	1.38366e-09	5.65978e+03	1.73178e+02
1.74037e+02	2.10074e+03	7.85428e-09	1.80404e-02	-3.04218e+05	3.78981e+01	1.40389e-09	5.48820e+03	1.74037e+02
1.74976e+02	2.13476e+03	7.95852e-09	1.79884e-02	-2.99370e+05	3.84010e+01	1.42663e-09	5.38519e+03	1.74976e+02
1.75835e+02	2.16710e+03	7.94852e-09	1.76977e-02	-2.94905e+05	3.83528e+01	1.44824e-09	5.21915e+03	1.75835e+02
1.76691e+02	2.20038e+03	7.98580e-09	1.75118e-02	-2.90446e+05	3.85326e+01	1.47049e-09	5.08624e+03	1.76691e+02
1.77522e+02	2.23295e+03	7.99533e-09	1.72770e-02	-2.86213e+05	3.85786e+01	1.49225e-09	4.94490e+03	1.77522e+02
1.78376e+02	2.26855e+03	8.04341e-09	1.71081e-02	-2.81723e+05	3.88107e+01	1.51604e-09	4.81976e+03	1.78376e+02
1.79171e+02	2.30190e+03	8.14798e-09	1.70795e-02	-2.77641e+05	3.93152e+01	1.53833e-09	4.74196e+03	1.79171e+02
1.79962e+02	2.33725e+03	8.26835e-09	1.70696e-02	-2.73442e+05	3.98960e+01	1.56195e-09	4.66755e+03	1.79962e+02
1.80755e+02	2.37379e+03	8.35267e-09	1.69783e-02	-2.69234e+05	4.03029e+01	1.58637e-09	4.57113e+03	1.80755e+02
1.81534e+02	2.41011e+03	8.37547e-09	1.67680e-02	-2.65178e+05	4.04129e+01	1.61065e-09	4.44651e+03	1.81534e+02
1.82316e+02	2.44804e+03	8.52295e-09	1.67990e-02	-2.61070e+05	4.11245e+01	1.63599e-09	4.38571e+03	1.82316e+02
1.83130e+02	2.48897e+03	8.59127e-09	1.66552e-02	-2.56778e+05	4.14542e+01	1.66334e-09	4.27667e+03	1.83130e+02
1.83905e+02	2.52885e+03	8.74716e-09	1.66899e-02	-2.52728e+05	4.22064e+01	1.69000e-09	4.21801e+03	1.83905e+02
1.84682e+02	2.57015e+03	8.79272e-09	1.65073e-02	-2.48668e+05	4.24262e+01	1.71760e-09	4.10484e+03	1.84682e+02
1.85464e+02	2.61314e+03	8.94876e-09	1.65238e-02	-2.44577e+05	4.31791e+01	1.74633e-09	4.04136e+03	1.85464e+02
1.86221e+02	2.65717e+03	9.12938e-09	1.65780e-02	-2.40525e+05	4.40506e+01	1.77575e-09	3.98742e+03	1.86221e+02
1.87005e+02	2.70299e+03	9.22869e-09	1.64743e-02	-2.36448e+05	4.45298e+01	1.80637e-09	3.89531e+03	1.87005e+02
1.87788e+02	2.75090e+03	9.40672e-09	1.64996e-02	-2.32329e+05	4.53888e+01	1.83839e-09	3.83334e+03	1.87788e+02
1.88612e+02	2.80401e+03	9.55969e-09	1.64503e-02	-2.27929e+05	4.61269e+01	1.87388e-09	3.74951e+03	1.88612e+02
1.89419e+02	2.85793e+03	9.85175e-09	1.66331e-02	-2.23628e+05	4.75361e+01	1.90991e-09	3.71962e+03	1.89419e+02
1.90230e+02	2.91354e+03	1.00999e-08	1.67265e-02	-2.19359e+05	4.87334e+01	1.94708e-09	3.66910e+03	1.90230e+02
1.91064e+02	2.97268e+03	1.03156e-08	1.67439e-02	-2.14994e+05	4.97743e+01	1.98660e-09	3.59984e+03	1.91064e+02
1.91864e+02	3.03283e+03	1.06148e-08	1.68878e-02	-2.10730e+05	5.12179e+01	2.02680e-09	3.55876e+03	1.91864e+02
1.92654e+02	3.09527e+03	1.09473e-08	1.70656e-02	-2.06478e+05	5.28226e+01	2.06852e-09	3.52366e+03	1.92654e+02
1.93447e+02	3.15979e+03	1.13167e-08	1.72812e-02	-2.02260e+05	5.46049e+01	2.11165e-09	3.49528e+03	1.93447e+02
1.94256e+02	3.22985e+03	1.15918e-08	1.73172e-02	-1.97872e+05	5.59320e+01	2.15846e-09	3.42660e+03	1.94256e+02
1.95047e+02	3.30040e+03	1.20377e-08	1.75990e-02	-1.93641e+05	5.80837e+01	2.20561e-09	3.40789e+03	1.95047e+02
1.95844e+02	3.37448e+03	1.25662e-08	1.79683e-02	-1.89387e+05	6.06338e+01	2.25512e-09	3.40297e+03	1.95844e+02
1.96673e+02	3.45725e+03	1.29086e-08	1.80160e-02	-1.84852e+05	6.22858e+01	2.31044e-09	3.33029e+03	1.96673e+02
1.97427e+02	3.53356e+03	1.34245e-08	1.83315e-02	-1.80858e+05	6.47754e+01	2.36143e-09	3.31540e+03	1.97427e+02
1.98157e+02	3.61233e+03	1.40032e-08	1.87046e-02	-1.76912e+05	6.75674e+01	2.41407e-09	3.30908e+03	1.98157e+02
1.98913e+02	3.69827e+03	1.44645e-08	1.88719e-02	-1.72800e+05	6.97933e+01	2.47150e-09	3.26107e+03	1.98913e+02
1.99651e+02	3.78453e+03	1.51452e-08	1.93096e-02	-1.68859e+05	7.30777e+01	2.52915e-09	3.26059e+03	1.99651e+02
2.00387e+02	3.87652e+03	1.57317e-08	1.95815e-02	-1.64850e+05	7.59080e+01	2.59062e-09	3.22801e+03	2.00387e+02
2.01169e+02	3.97929e+03	1.66222e-08	2.01555e-02	-1.60589e+05	8.02048e+01	2.65931e-09	3.23675e+03	2.01169e+02
2.01989e+02	4.09074e+03	1.74426e-08	2.05741e-02	-1.56211e+05	8.41631e+01	2.73378e-09	3.21390e+03	2.01989e+02
2.02831e+02	4.21417e+03	1.84885e-08	2.11690e-02	-1.51632e+05	8.92097e+01	2.81627e-09	3.20989e+03	2.02831e+02
2.03688e+02	4.34781e+03	1.96343e-08	2.17900e-02	-1.46967e+05	9.47385e+01	2.90558e-09	3.20241e+03	2.03688e+02
2.04532e+02	4.48591e+03	2.09818e-08	2.25685e-02	-1.42438e+05	1.01240e+02	2.99787e-09	3.21461e+03	2.04532e+02
2.05400e+02	4.64234e+03	2.24750e-08	2.33601e-02	-1.37633e+05	1.08445e+02	3.10241e-09	3.21513e+03	2.05400e+02
2.06380e+02	4.82497e+03	2.42525e-08	2.42534e-02	-1.32418e+05	1.17022e+02	3.22446e-09	3.21158e+03	2.06380e+02
2.07412e+02	5.03403e+03	2.65751e-08	2.54724e-02	-1.26911e+05	1.28229e+02	3.36417e-09	3.23274e+03	2.07412e+02
2.08356e+02	5.24524e+03	2.88598e-08	2.65484e-02	-1.21794e+05	1.39253e+02	3.50532e-09	3.23344e+03	2.08356e+02
2.09266e+02	5.46258e+03	3.16864e-08	2.79890e-02	-1.16939e+05	1.52892e+02	3.65056e-09	3.27300e+03	2.09266e+02
2.10194e+02	5.70479e+03	3.47248e-08	2.93705e-02	-1.11965e+05	1.67552e+02	3.81243e-09	3.28847e+03	2.10194e+02
2.11106e+02	5.96147e+03	3.84803e-08	3.11455e-02	-1.07133e+05	1.85673e+02	3.98397e-09	3.33671e+03	2.11106e+02
2.11960e+02	6.21849e+03	4.21496e-08	3.27054e-02	-1.02695e+05	2.03378e+02	4.15573e-09	3.35867e+03	2.11960e+02
2.12761e+02	6.48412e+03	4.60881e-08	3.42964e-02	-9.84772e+04	2.22382e+02	4.33325e-09	3.37741e+03	2.12761e+02
2.13577e+02	6.83207e+03	5.13532e-08	3.62682e-02	-9.34489e+04	2.47787e+02	4.56578e-09	3.38922e+03	2.13577e+02
2.14381e+02	7.13644e+03	5.64848e-08	3.81910e-02	-8.94506e+04	2.72548e+02	4.76918e-09	3.41621e+03	2.14381e+02
2.15199e+02	7.47307e+03	6.30570e-08	4.07141e-02	-8.54041e+04	3.04260e+02	4.99415e-09	3.47715e+03	2.15199e+02
2.16029e+02	7.84681e+03	7.09225e-08	4.36116e-02	-8.13166e+04	3.42212e+02	5.24391e-09	3.54635e+03	2.16029e+02
2.16845e+02	8.24545e+03	7.98203e-08	4.67100e-02	-7.73636e+04	3.85145e+02	5.51032e-09	3.61365e+03	2.16845e+02
2.17765e+02	8.74776e+03	9.23228e-08	5.09240e-02	-7.28913e+04	4.45471e+02	5.84601e-09	3.71192e+03	2.17765e+02
2.18695e+02	9.29055e+03	1.06991e-07	5.55669e-02	-6.85989e+04	5.16247e+02	6.20875e-09	3.81183e+03	2.18695e+02
2.19603e+02	9.89023e+03	1.24199e-07	6.05929e-02	-6.44021e+04	5.99278e+02	6.60950e-09	3.90231e+03	2.19603e+02
2.20523e+02	1.05563e+04	1.46814e-07	6.71070e-02	-6.02888e+04	7.08399e+02	7.05460e-09	4.04580e+03	2.20523e+02
2.21333e+02	1.12071e+04	1.69724e-07	7.30736e-02	-5.67403e+04	8.18943e+02	7.48955e-09	4.14622e+03	2.21333e+02
2.22120e+02	1.18948e+04	1.97003e-07	7.99148e-02	-5.34043e+04	9.50570e+02	7.94913e-09	4.26779e+03	2.22120e+02
2.22898e+02	1.26065e+04	2.28260e-07	8.73666e-02	-5.03269e+04	1.10139e+03	8.42475e-09	4.39689e+03	2.22898e+02
2.23688e+02	1.34213e+04	2.67058e-07	9.60112e-02	-4.71974e+04	1.28859e+03	8.96927e-09	4.53148e+03	2.23688e+02
2.24522e+02	1.43346e+04	3.14539e-07	1.05876e-01	-4.41031e+04	1.51770e+03	9.57964e-09	4.66947e+03	2.24522e+02
2.25356e+02	1.52808e+04	3.68748e-07	1.16438e-01	-4.12766e+04	1.77926e+03	1.02119e-08	4.80617e+03	2.25356e+02
2.26069e+02	1.60765e+04	4.17575e-07	1.25329e-01	-3.91504e+04	2.01486e+03	1.07437e-08	4.90670e+03	2.26069e+02
2.26838e+02	1.69109e+04	4.73996e-07	1.35244e-01	-3.71244e+04	2.28710e+03	1.13013e-08	5.02087e+03	2.26838e+02
2.27615e+02	1.76687e+04	5.23864e-07	1.43062e-01	-3.54564e+04	2.52772e+03	1.18077e-08	5.07248e+03	2.27615e+02
2.28344e+02	1.82688e+04	5.65792e-07	1.49436e-01	-3.42290e+04	2.73003e+03	1.22088e-08	5.11506e+03	2.28344e+02
2.29250e+02	1.88690e+04	6.05188e-07	1.54758e-01	-3.30880e+04	2.92012e+03	1.26099e-08	5.12063e+03	2.29250e+02
2.30163e+02	1.92929e+04	6.28137e-07	1.57097e-01	-3.23380e+04	3.03085e+03	1.28931e-08	5.08021e+03	2.30163e+02
2.31073e+02	1.96246e+04	6.43758e-07	1.58282e-01	-3.17797e+04	3.10623e+03	1.31149e-08	5.03016e+03	2.31073e+02
2.31922e+02	1.99121e+04	6.53409e-07	1.58336e-01	-3.13204e+04	3.15280e+03	1.33070e-08	4.95913e+03	2.31922e+02
2.32791e+02	2.01988e+04	6.64965e-07	1.58849e-01	-3.08708e+04	3.20856e+03	1.34986e-08	4.90379e+03	2.32791e+02
2.33644e+02	2.04979e+04	6.78605e-07	1.59741e-01	-3.04119e+04	3.27437e+03	1.36985e-08	4.85805e+03	2.33644e+02
2.34525e+02	2.08294e+04	6.92957e-07	1.60524e-01	-2.99207e+04	3.34362e+03	1.39200e-08	4.80300e+03	2.34525e+02
2.35452e+02	2.11793e+04	7.10724e-07	1.61920e-01	-2.94134e+04	3.42935e+03	1.41539e-08	4.76262e+03	2.35452e+02
2.36355e+02	2.15168e+04	7.26724e-07	1.62968e-01	-2.89425e+04	3.50655e+03	1.43794e-08	4.71669e+03	2.36355e+02
2.37178e+02	2.17970e+04	7.37549e-07	1.63269e-01	-2.85677e+04	3.55878e+03	1.45666e-08	4.66423e+03	2.37178e+02
2.38005e+02	2.20598e+04	7.46536e-07	1.63290e-01	-2.82272e+04	3.60215e+03	1.47423e-08	4.60922e+03	2.38005e+02
2.38875e+02	2.23051e+04	7.51518e-07	1.62572e-01	-2.79231e+04	3.62619e+03	1.49062e-08	4.53951e+03	2.38875e+02
2.39802e+02	2.25746e+04	7.53704e-07	1.61098e-01	-2.76026e+04	3.63673e+03	1.50863e-08	4.44674e+03	2.39802e+02
2.40712e+02	2.28537e+04	7.58740e-07	1.60194e-01	-2.72732e+04	3.66103e+03	1.52728e-08	4.36901e+03	2.40712e+02
2.41586e+02	2.31598e+04	7.56158e-07	1.57539e-01	-2.69349e+04	3.64858e+03	1.54774e-08	4.24329e+03	2.41586e+02
2.42483e+02	2.34960e+04	7.56500e-07	1.55355e-01	-2.65672e+04	3.65022e+03	1.57020e-08	4.12736e+03	2.42483e+02
2.43334e+02	2.38524e+04	7.56274e-07	1.52988e-01	-2.61890e+04	3.64914e+03	1.59402e-08	4.00661e+03	2.43334e+02
2.44179e+02	2.42434e+04	7.56140e-07	1.50494e-01	-2.57856e+04	3.64849e+03	1.62015e-08	3.88058e+03	2.44179e+02
2.45115e+02	2.46970e+04	7.55433e-07	1.47592e-01	-2.53335e+04	3.64508e+03	1.65047e-08	3.73901e+03	2.45115e+02
2.45938e+02	2.50962e+04	7.54090e-07	1.44986e-01	-2.49491e+04	3.63860e+03	1.67715e-08	3.61726e+03	2.45938e+02
2.46816e+02	2.55773e+04	7.51503e-07	1.41771e-01	-2.45019e+04	3.62611e+03	1.70930e-08	3.47366e+03	2.46816e+02
2.47628e+02	2.60269e+04	7.46736e-07	1.38438e-01	-2.41007e+04	3.60311e+03	1.73934e-08	3.33646e+03	2.47628e+02
2.48475e+02	2.64800e+04	7.35853e-07	1.34086e-01	-2.37159e+04	3.55060e+03	1.76962e-08	3.17998e+03	2.48475e+02
2.49326e+02	2.69410e+04	7.31523e-07	1.31016e-01	-2.33288e+04	3.52971e+03	1.80043e-08	3.05644e+03	2.49326e+02
2.50180e+02	2.73961e+04	7.18926e-07	1.26621e-01	-2.29668e+04	3.46892e+03	1.83084e-08	2.90809e+03	2.50180e+02
2.51072e+02	2.78464e+04	7.02413e-07	1.21712e-01	-2.26226e+04	3.38925e+03	1.86094e-08	2.75344e+03	2.51072e+02
2.51943e+02	2.82911e+04	6.81086e-07	1.16162e-01	-2.22960e+04	3.28634e+03	1.89066e-08	2.58993e+03	2.51943e+02
2.52857e+02	2.87146e+04	6.53397e-07	1.09796e-01	-2.19984e+04	3.15274e+03	1.91896e-08	2.41532e+03	2.52857e+02
2.53735e+02	2.90814e+04	6.25621e-07	1.03802e-01	-2.17484e+04	3.01871e+03	1.94347e-08	2.25753e+03	2.53735e+02
2.54590e+02	2.94024e+04	5.93330e-07	9.73697e-02	-2.15385e+04	2.86291e+03	1.96493e-08	2.09720e+03	2.54590e+02
2.55514e+02	2.96973e+04	5.58661e-07	9.07700e-02	-2.13509e+04	2.69562e+03	1.98463e-08	1.93802e+03	2.55514e+02
2.56379e+02	2.99285e+04	5.23146e-07	8.43428e-02	-2.12097e+04	2.52426e+03	2.00008e-08	1.78888e+03	2.56379e+02
2.57161e+02	3.00968e+04	4.83821e-07	7.75667e-02	-2.11141e+04	2.33451e+03	2.01133e-08	1.63775e+03	2.57161e+02
2.58141e+02	3.01989e+04	4.36967e-07	6.98180e-02	-2.10666e+04	2.10843e+03	2.01815e-08	1.47083e+03	2.58141e+02
2.58912e+02	3.02680e+04	3.97398e-07	6.33509e-02	-2.10365e+04	1.91751e+03	2.02277e-08	1.33269e+03	2.58912e+02
2.59700e+02	3.02609e+04	3.60230e-07	5.74393e-02	-2.10565e+04	1.73816e+03	2.02229e-08	1.20947e+03	2.59700e+02
2.60492e+02	3.02561e+04	3.21953e-07	5.13441e-02	-2.10737e+04	1.55347e+03	2.02197e-08	1.08201e+03	2.60492e+02
2.61276e+02	3.01542e+04	2.88652e-07	4.61889e-02	-2.11555e+04	1.39279e+03	2.01517e-08	9.77149e+02	2.61276e+02
2.62064e+02	3.00546e+04	2.56430e-07	4.11688e-02	-2.12349e+04	1.23731e+03	2.00851e-08	8.74216e+02	2.62064e+02
2.62845e+02	2.99269e+04	2.21842e-07	3.57679e-02	-2.13344e+04	1.07042e+03	1.99997e-08	7.63089e+02	2.62845e+02
2.63627e+02	2.97023e+04	1.94234e-07	3.15534e-02	-2.15019e+04	9.37207e+02	1.98496e-08	6.78456e+02	2.63627e+02
2.64425e+02	2.95071e+04	1.68400e-07	2.75376e-02	-2.16492e+04	8.12555e+02	1.97192e-08	5.96168e+02	2.64425e+02
2.65187e+02	2.92898e+04	1.43591e-07	2.36550e-02	-2.18141e+04	6.92850e+02	1.95740e-08	5.16012e+02	2.65187e+02
2.65963e+02	2.90316e+04	1.21949e-07	2.02683e-02	-2.20114e+04	5.88423e+02	1.94014e-08	4.46135e+02	2.65963e+02
2.66729e+02	2.87864e+04	1.02662e-07	1.72081e-02	-2.22015e+04	4.95358e+02	1.92376e-08	3.82044e+02	2.66729e+02
2.67528e+02	2.85204e+04	8.92419e-08	1.50981e-02	-2.24100e+04	4.30605e+02	1.90598e-08	3.38350e+02	2.67528e+02
2.68305e+02	2.82382e+04	7.47389e-08	1.27709e-02	-2.26355e+04	3.60626e+02	1.88712e-08	2.89074e+02	2.68305e+02
2.69074e+02	2.79249e+04	6.49631e-08	1.12250e-02	-2.28903e+04	3.13457e+02	1.86618e-08	2.56944e+02	2.69074e+02
2.69856e+02	2.76479e+04	5.80230e-08	1.01263e-02	-2.31202e+04	2.79969e+02	1.84767e-08	2.34121e+02	2.69856e+02
2.70635e+02	2.73769e+04	4.71949e-08	8.31805e-03	-2.33498e+04	2.27722e+02	1.82956e-08	1.94225e+02	2.70635e+02
2.71413e+02	2.71069e+04	4.12528e-08	7.34318e-03	-2.35827e+04	1.99051e+02	1.81152e-08	1.73172e+02	2.71413e+02
2.72182e+02	2.67982e+04	3.35881e-08	6.04770e-03	-2.38548e+04	1.62068e+02	1.79089e-08	1.44266e+02	2.72182e+02
2.72978e+02	2.64932e+04	2.68211e-08	4.88486e-03	-2.41298e+04	1.29416e+02	1.77050e-08	1.17871e+02	2.72978e+02
2.73759e+02	2.61855e+04	2.30490e-08	4.24719e-03	-2.44134e+04	1.11215e+02	1.74994e-08	1.03688e+02	2.73759e+02
2.74521e+02	2.59070e+04	2.11655e-08	3.94205e-03	-2.46760e+04	1.02127e+02	1.73133e-08	9.72739e+01	2.74521e+02
2.75313e+02	2.56051e+04	1.71631e-08	3.23430e-03	-2.49670e+04	8.28147e+01	1.71116e-08	8.07506e+01	2.75313e+02
2.76084e+02	2.53144e+04	1.36036e-08	2.59297e-03	-2.52538e+04	6.56394e+01	1.69172e-08	6.54825e+01	2.76084e+02
2.76853e+02	2.50381e+04	1.29671e-08	2.49892e-03	-2.55325e+04	6.25683e+01	1.67326e-08	6.38038e+01	2.76853e+02
2.77619e+02	2.47623e+04	1.22260e-08	2.38234e-03	-2.58169e+04	5.89922e+01	1.65483e-08	6.15046e+01	2.77619e+02
2.78401e+02	2.44867e+04	1.21350e-08	2.39122e-03	-2.61075e+04	5.85530e+01	1.63641e-08	6.24288e+01	2.78401e+02
2.79184e+02	2.42030e+04	8.68419e-09	1.73129e-03	-2.64135e+04	4.19025e+01	1.61746e-08	4.57295e+01	2.79184e+02
2.79978e+02	2.39344e+04	1.27573e-08	2.57187e-03	-2.67099e+04	6.15561e+01	1.59950e-08	6.86942e+01	2.79978e+02
2.80714e+02	2.36534e+04	1.01364e-08	2.06775e-03	-2.70272e+04	4.89094e+01	1.58073e-08	5.58856e+01	2.80714e+02
2.81535e+02	2.33716e+04	6.80892e-09	1.40573e-03	-2.73532e+04	3.28541e+01	1.56189e-08	3.84511e+01	2.81535e+02
2.82257e+02	2.31362e+04	5.30625e-09	1.10664e-03	-2.76315e+04	2.56035e+01	1.54616e-08	3.05782e+01	2.82257e+02
2.83069e+02	2.28537e+04	6.60265e-09	1.39403e-03	-2.79731e+04	3.18588e+01	1.52728e-08	3.89954e+01	2.83069e+02
2.83825e+02	2.25894e+04	5.90834e-09	1.26203e-03	-2.83004e+04	2.85086e+01	1.50962e-08	3.57160e+01	2.83825e+02
2.84587e+02	2.23330e+04	4.23800e-09	9.15639e-04	-2.86252e+04	2.04490e+01	1.49249e-08	2.62104e+01	2.84587e+02
2.85408e+02	2.20455e+04	4.63855e-09	1.01525e-03	-2.89986e+04	2.23817e+01	1.47327e-08	2.94408e+01	2.85408e+02
2.86247e+02	2.17737e+04	4.80447e-09	1.06469e-03	-2.93606e+04	2.31823e+01	1.45511e-08	3.12599e+01	2.86247e+02
2.87132e+02	2.14852e+04	4.98028e-09	1.11847e-03	-2.97548e+04	2.40306e+01	1.43583e-08	3.32799e+01	2.87132e+02
2.87954e+02	2.12264e+04	4.44644e-09	1.01076e-03	-3.01177e+04	2.14547e+01	1.41853e-08	3.04417e+01	2.87954e+02
2.88818e+02	2.09375e+04	3.02130e-09	6.96274e-04	-3.05332e+04	1.45782e+01	1.39922e-08	2.12595e+01	2.88818e+02
2.89617e+02	2.06905e+04	1.27073e-09	2.96343e-04	-3.08977e+04	6.13147e+00	1.38272e-08	9.15631e+00	2.89617e+02
2.90429e+02	2.04359e+04	8.52388e-10	2.01259e-04	-3.12827e+04	4.11290e+00	1.36570e-08	6.29593e+00	2.90429e+02
2.91272e+02	2.01776e+04	3.39565e-09	8.12015e-04	-3.16831e+04	1.63845e+01	1.34844e-08	2.57271e+01	2.91272e+02
2.92105e+02	1.99292e+04	1.28416e-09	3.10912e-04	-3.20779e+04	6.19624e+00	1.33184e-08	9.97341e+00	2.92105e+02
2.92940e+02	1.96680e+04	2.71592e-09	6.66296e-04	-3.25040e+04	1.31047e+01	1.31438e-08	2.16573e+01	2.92940e+02
2.93753e+02	1.94194e+04	1.03017e-09	2.55967e-04	-3.29201e+04	4.97073e+00	1.29777e-08	8.42646e+00	2.93753e+02
2.94586e+02	1.91889e+04	3.34424e-09	8.40926e-04	-3.33155e+04	1.61365e+01	1.28237e-08	2.80159e+01	2.94586e+02
2.95418e+02	1.89369e+04	1.54782e-09	3.94388e-04	-3.37590e+04	7.46847e+00	1.26552e-08	1.33141e+01	2.95418e+02
2.96341e+02	1.86832e+04	1.24527e-09	3.21604e-04	-3.42173e+04	6.00860e+00	1.24857e-08	1.10044e+01	2.96341e+02
2.97152e+02	1.84536e+04	1.62344e-09	4.24489e-04	-3.46432e+04	7.83333e+00	1.23323e-08	1.47056e+01	2.97152e+02
2.98078e+02	1.81920e+04	1.13942e-09	3.02212e-04	-3.51412e+04	5.49785e+00	1.21575e-08	1.06201e+01	2.98078e+02
2.98881e+02	1.79637e+04	1.59599e-09	4.28691e-04	-3.55878e+04	7.70089e+00	1.20049e-08	1.52562e+01	2.98881e+02
2.99838e+02	1.77070e+04	2.14282e-09	5.83917e-04	-3.61038e+04	1.03394e+01	1.18333e-08	2.10816e+01	2.99838e+02
3.00645e+02	1.74910e+04	1.17295e-09	3.23576e-04	-3.65496e+04	5.65967e+00	1.16890e-08	1.18266e+01	3.00645e+02
3.01614e+02	1.72333e+04	1.41646e-09	3.96594e-04	-3.70961e+04	6.83465e+00	1.15168e-08	1.47121e+01	3.01614e+02
3.02414e+02	1.70228e+04	1.53147e-09	4.34098e-04	-3.75548e+04	7.38957e+00	1.13761e-08	1.63025e+01	3.02414e+02
3.03211e+02	1.68216e+04	1.25206e-09	3.59144e-04	-3.80040e+04	6.04140e+00	1.12417e-08	1.36489e+01	3.03211e+02
3.04024e+02	1.66148e+04	1.12393e-09	3.26402e-04	-3.84771e+04	5.42311e+00	1.11034e-08	1.25590e+01	3.04024e+02
3.04815e+02	1.64089e+04	1.32744e-09	3.90343e-04	-3.89600e+04	6.40508e+00	1.09658e-08	1.52078e+01	3.04815e+02
3.05651e+02	1.62027e+04	1.07195e-09	3.19225e-04	-3.94558e+04	5.17230e+00	1.08280e-08	1.25953e+01	3.05651e+02
3.06446e+02	1.59962e+04	1.22030e-09	3.68094e-04	-3.99651e+04	5.88811e+00	1.06900e-08	1.47109e+01	3.06446e+02
3.07248e+02	1.58010e+04	2.51020e-09	7.66537e-04	-4.04587e+04	1.21121e+01	1.05596e-08	3.10131e+01	3.07248e+02
3.08063e+02	1.55939e+04	3.31768e-10	1.02657e-04	-4.09962e+04	1.60083e+00	1.04212e-08	4.20856e+00	3.08063e+02
3.08873e+02	1.54057e+04	7.40047e-11	2.31787e-05	-4.14970e+04	3.57083e-01	1.02954e-08	9.61845e-01	3.08873e+02
3.09680e+02	1.52038e+04	6.37117e-10	2.02199e-04	-4.20481e+04	3.07418e+00	1.01605e-08	8.50207e+00	3.09680e+02
3.10498e+02	1.50106e+04	1.08386e-09	3.48406e-04	-4.25892e+04	5.22978e+00	1.00314e-08	1.48383e+01	3.10498e+02
